stringsfile version 1
2562
str_no_string NO_STRING!
str_npc5_personalityclash2_speech_b I_am_a_Swedish_free_lance,_and_I_answer_only_to_he_who_pays_my_wages._My_sword_is_for_sale,_but_not_my_honor._If_this_continues,_I_shall_have_to_part_ways_with_you.
str_npc6_personalityclash2_speech_b Yesterday_she_gave_everyone_a_potion_against_bullets._I_did_not_drink_it,_but_went_to_a_nearby_church_and_lit_a_candle._If_this_continues,_I_fear_I_shall_run_out_of_candles.
str_npc7_personalityclash2_speech_b A_few_days_ago_she_got_angry_with_me_for_some_reason._Called_me_an_insensitive_blockhead_and_an_ungrateful_fool._A_few_more_nights_like_this_and_I_shall_go_look_for_new_companions.
str_npc8_personalityclash2_speech_b Certainly,_my_last_job_hardly_earns_me_respect_among_my_fellow_countrymen,_but_she_might_cut_me_down_like_a_sheep_at_any_moment!
str_npc9_personalityclash2_speech_b Worse_yet,_during_battle_he_only_thinks_of_taking_prisoners,_and_not_of_the_tasks_before_him._You_only_hear_him_saying_yesir,_yesir._He_shall_turn_our_company_into_nothing_more_than_a_Horde.
str_npc10_personalityclash2_speech_b Keep_a_close_eye_on_him,_or_I_may_not_remain_in_your_company.
str_npc11_personalityclash2_speech_b She_had_better_keep_her_distance,_or_you_shall_have_to_choose_--_her_or_me!
str_npc12_personalityclash2_speech_b When_she_takes_up_her_weapon,_it_sends_shivers_down_my_spine._I_cannot_get_it_out_of_my_head_these_days.
str_npc13_personalityclash2_speech_b And_if_he_thinks_that_a_lonely_girl_would_be_silent_while_he_tells_his_scabrous_jokes_--_well,_he_is_quite_mistaken.
str_npc14_personalityclash2_speech_b In_your_place,_{sir/madam},_I_would_long_ago_shown_him_the_door._I_hope_you_will_do_so_now,_or_I_shall_have_to_begin_my_search_for_another_master.
str_npc15_personalityclash2_speech_b Here's_what_I_say._Two_mistresses_should_never_stand_at_the_same_oven._You_are_no_Tatar,_to_have_four_wives_or_the_like._So_if_she_continues_to_stick_her_nose_in_all_the_household_business...
str_npc16_personalityclash2_speech_b Turn_your_head,_and_I_shall_send_his_spirit_to_the_Grey_Steppe_to_meet_his_ancestors._My_patience_is_at_end.
str_npc1_personalitymatch_speech I_like_that_{s11}._He's_a_heathen_hangman_all_right,_but_he's_brave_in_a_fight,_and_knows_how_to_show_his_respect.
str_npc2_personalitymatch_speech Let_me_just_say_that_I_wish_there_were_more_warriors_like_{s11}_in_our_company!_He_is_a_very_educated_man,_and_knows_all_about_bloodletting.
str_npc3_personalitymatch_speech I_just_wanted_to_say_that_{s11}_is_the_finest_man_in_the_entire_company,_even_though_he_is_a_Muslim.
str_npc4_personalitymatch_speech I_must_say_this_--_{s11}_is_a_lovely_girl!_I_gave_her_a_pinch_the_other_day,_and_she_beat_me_with_a_halter_so_violently_that_I_had_to_run_away...
str_npc5_personalitymatch_speech To_be_frank,_if_there_is_an_upright_man_amongst_us,_it_is_surely_{s11}._Even_though_I_am_a_Lutheran,_I_consider_him_a_holy_father._Especially_after_that_communion_when_him,_when_he_and_I_finished_off_a_wood-o-wine_full_of_good_Tokay.
str_npc6_personalitymatch_speech {Sir/Madam},_I_feel_myself_healthy_and_fresh._Recently_{s11}_applied_his_leeches_to_me._That_doctor_is_worthy_of_respect_and_honor.
str_npc7_personalitymatch_speech Pardon_me,_captain,_if_I'm_sticking_my_nose_into_what_is_no_business_of_mine,_but_I_want_you_to_know_something_--_{s11}_is_a_true_warrior_and_friend!
str_npc8_personalitymatch_speech Whatever_they_say,_Tatars_and_Cossacks_are_brothers_indeed!_Last_night,_me_and_{s11}_were_returning_from_the_inn_with_arms_round_each_other,_singing_songs._He_sang_the_Cossack_songs,_while_I_sung_the_Tatar_ones._A_fine_night_it_was!_--_The_villagers_ran_out_in_their_nightclothes_to_listen_to_us.
str_npc9_personalitymatch_speech Blessed_be_the_day_when_{s11}_arrived_in_our_company!_Food,_water_and..._other_joys_of_army_service._This_means_a_lot_for_true_military_men.
str_npc10_personalitymatch_speech That_{s11}_is_no_craven,_and_certainly_has_no_fear_of_blood.
str_npc11_personalitymatch_speech We_Nogai_have_always_thought_highly_of_Ukrainian_girls._They_make_the_best_wives_and_concubines._And_our_{s11}_is_a_true_gem!_Once_I_make_the_Nogai_independent_and_become_Khan,_that_very_day_I_shall_take_her_as_my_wife._My_beloved_wife.
str_npc12_personalitymatch_speech By_the_way,_{s11}_is_a_great_fellow._He_never_boasts_about_his_family_grandeur_like_some_do,_and_he's_always_ready_to_lend_a_hand_to_a_comrade.
str_npc13_personalitymatch_speech I_would_have_left_you_a_long_time_ago,_were_it_not_for_{s11}._The_old_man_has_taken_the_place_of_my_late_father._He's_the_only_one_I_can_feel_safe_with!
str_npc14_personalitymatch_speech {Sir/Madam},_it_is_said_there_can_be_no_friendship_between_women._But_let_me_say_this_--_I_can_always_count_on_{s11}._She_cured_all_my_cart_horses_and_prepared_a_broth_for_me_to_cast_out_a_fever._I_was_back_on_my_feet_the_very_next_day.
str_npc15_personalitymatch_speech Who's_that_rider_there?_Perhaps_it_is_{s11}_returning_from_the_round?_Oh,_I_can't_speak_badly_of_him_--_he's_a_delicate_and_courteous_gentleman._And_he_always_praises_my_cooking,_and..._well,_he_is_very_kind,_you_know...
str_npc16_personalitymatch_speech {s11}_--_now_he's_a_true_warrior._His_jokes_may_be_crude_and_his_habits_plain,_but_he_can_fight_like_no_other!
str_npc1_personalitymatch_speech_b And_if_I'm_sentenced_to_death_someday,_I_hope_he's_the_one_holding_the_axe.
str_npc2_personalitymatch_speech_b Just_lately_his_knowledge_of_medicine_saved_my_life.
str_npc3_personalitymatch_speech_b It's_strange,_but_we_quickly_found_common_ground._If_only_I_could_turn_him_to_Christianity,_the_Bishop_would_surely_give_me_back_my_frock.
str_npc4_personalitymatch_speech_b And_my_how_thrifty_she_is!_Never_mind_she's_from_Novgorod,_her_dumpling_soup_is_so_good_the_plates_are_licked_clean._You_were_right_to_take_her_into_our_ranks.
str_npc5_personalitymatch_speech_b Our_holy_father_is_also_quite_useful_in_battle,_as_you_have_no_doubt_noticed._Last_time_he_yelled_such_swears_and_curses_that_the_enemy's_horses_lost_their_speed.
str_npc6_personalitymatch_speech_b The_balm_he_applied_to_my_wounds_after_the_fight_healed_them_in_but_a_few_days._I_am_glad_we_have_this_man_of_wisdom_in_our_company.
str_npc7_personalitymatch_speech_b He_seemed_haughty_at_first,_but_now_I_can_see_that_he_is_a_man_one_can_always_rely_on.
str_npc8_personalitymatch_speech_b You_mean_to_say_Allah_forbids_drinking_wine?_That_is_so,_but_{s11}_has_well_mastered_the_ways_of_religion._He_explained_that_nothing_in_the_Koran_forbids_the_drinking_vodka...
str_npc9_personalitymatch_speech_b Our_quartermaster_is_always_up_to_the_mark._God_knows,_were_she_not_of_simple_folk,_I_would_have_offered_her_my_hand_and_heart._A_better_housekeeper_for_my_estate_I_could_not_find_in_the_whole_world.
str_npc10_personalitymatch_speech_b I_tell_you,_he_and_I_are_unstoppable_in_a_fight!
str_npc11_personalitymatch_speech_b If_she_is_as_skilled_in_amorous_pleasures_as_she_is_in_her_shamanism,_we_would_surely_live_a_life_of_splendor!
str_npc12_personalitymatch_speech_b 'Tis_quite_a_shame_he_took_the_path_of_a_warrior._He_would_have_made_a_marvelous_doctor.
str_npc13_personalitymatch_speech_b And_it_seems_he_has_taken_a_fancy_to_me_as_well._I_better_go_to_the_woods,_and_look_for_some_herbs_to_heal_his_gout.
str_npc14_personalitymatch_speech_b I_say_that_she_is_the_worthiest_among_your_followers._Make_it_known_to_all,_that_any_man_who_lays_a_finger_on_her_shall_sup_on_rotten_horse-flesh_for_the_remainder_of_the_journey.
str_npc15_personalitymatch_speech_b If_you_see_him,_tell_him_to_hurry_to_lunch._I_saved_some_delicacies_for_him._Were_my_husband_that_gallant_and_stately,_I_wouldn't_have_broken_my_rolling-pin_on_his_head.
str_npc16_personalitymatch_speech_b You_should_praise_him_highly,_master,_and_reward_him_well_for_his_deeds._That_man_never_fails!
str_npc1_retirement_speech Oh,_{son/my_dear}!_My_aching_bones_are_telling_me_that_my_days_of_jumping_around_and_swinging_my_blade_have_passed._I've_got_myself_a_little_money,_and_I've_a_mind_to_buy_a_homestead_where_I_shall_meet_my_old_age.
str_npc2_retirement_speech {Sir/Madam},_I_must_speak_out._Since_the_beginning,_things_have_not_gone_as_I_had_expected._Pardon_me,_but_I_have_to_leave_you._I_shall_look_for_companions_who_would_treat_me_well,_and_who_have_respect_for_my_habits.
str_npc3_retirement_speech Listen,_commander!_Last_night_I_had_a_vision._Mother_Mary_said_to_go_to_Riga,_visit_the_bishop_there,_and_recant._He_shall_renounce_his_excommunication,_and_return_me_to_the_parish._It_is_not_the_first_vision_like_this_that_I_have_had._I_had_better_go...
str_npc4_retirement_speech You_see,_lad,_my_brothers_from_the_Don_have_planned_a_journey_to_Persia,_to_move_some_goods,_and_they_called_upon_me_to_join_them._Do_not_take_this_amiss,_but_I_shall_be_going_with_them.
str_npc5_retirement_speech Pardon_me,_{Herr_Kommandant/Kommandantin},_but_I_must_insist_on_canceling_our_agreement._The_place_of_a_soldier_is_not_amongst_mercenaries,_but_in_the_regular_royal_forces._May_good_fortune_follow_you,_wherever_your_path_takes_you!
str_npc6_retirement_speech Listen,_{sir/my_lady}._My_heart_is_aching,_and_I_am_always_worried_about_my_wife,_who_is_alone_in_foreign_lands._Do_not_take_it_amiss,_please,_but_I_shall_have_to_leave_you_for_a_while.
str_npc7_retirement_speech Captain!_Pardon_me_please,_but_I_feel_myself_out_of_place_lately._I_shall_have_to_look_for_another_company,_which_would_appreciate_my_true_worth.
str_npc8_retirement_speech Sorry,_aga,_but_there_is_a_situation..._In_a_town_nearby,_a_hangman_retired_of_old_age._Oh,_if_only_you_knew_how_I_miss_my_job._At_night_I_dream_of_the_axe,_the_noose_and_the_strangling_silk_wire._So_I_think_I_will_head_there_and_try_to_get_the_job_I_was_meant_for...
str_npc9_retirement_speech {playername},_it_is_time_we_part_ways._I_heard_war_has_flamed_up_in_Bryansk,_and_I_wish_to_head_there,_to_try_to_recover_my_stolen_lands._Thank_you_for_everything,_and_remember_me_kindly.
str_npc10_retirement_speech I_won't_beat_about_the_bush._I'm_a_soldier_of_fortune,_and_things_with_you_haven't_looked_good_for_quite_a_while_now._Besides,_I_have_been_given_a_favorable_offer._But_I_do_hope_I_never_meet_you_on_the_battlefield!_Farewell.
str_npc11_retirement_speech A_herald_arrives_from_the_steppe,_Mirza!_The_time_has_come!_The_Nogai_Horde_is_ready_to_break_free_from_the_Turkish_yoke._And_I_must_be_there_to_join_them!_Farewell!
str_npc12_retirement_speech Well,_the_time_has_come_for_us_to_part_ways,_good_commander._The_locals_have_persuaded_me_to_stay_and_heal_them._I_am_grateful_for_your_help_and_protection,_and_shall_you_have_need_of_my_leeches,_you_know_where_to_find_me.
str_npc13_retirement_speech I_am_tired_of_these_constant_journeys_and_battles,_{playername}!_I_will_try_to_find_myself_a_cozy_nook_where_I_can_live_in_peace_and_devote_myself_to_my_trade._But_before_we_part,_I_shall_charm_you,_that_you_may_enjoy_fortune_in_battle.
str_npc14_retirement_speech Pardon_me,_{sir/madam},_but_my_patience_is_at_end._Your_soldiers_are_gluttonous_and_ungrateful,_and_your_companions_are_rude_and_uncouth._Besides,_managing_supplies_without_filling_my_own_pocket_is_not_worthy_of_my_trade._Here_is_all_the_income_and_expenses_written_down._I_hope_we_may_part_amicably,_yes?
str_npc15_retirement_speech Oh_{sir/madam},_I_cannot_bear_this_wanderer's_life_much_longer._We_travel_the_fields_and_woods,_like_bears_woken_up_in_the_winter._I_feel_must_try_to_return_home._Thank_you_for_bread_and_salt,_for_refuge_and_for_wisdom_shared.
str_npc16_retirement_speech Forgive_me,_but_I_can_no_longer_faithfully_protect_you._Your_companions_and_your_deeds_are_unacceptable_for_me._So_long._--_Perhaps_we_shall_meet_again.
str_npc1_rehire_speech You_know,_{my_son/my_dear},_I_may_no_longer_be_a_young_man,_but_the_peaceful_life_does_not_feel_right_by_me._All_the_moreso_when_there's_enemies_swarming_all_around!_So_if_you_should_order_a_jug_of_merry_wine_brought_for_me,_well,_I_would_be_glad_to_return_under_your_command.
str_npc2_rehire_speech I_must_admit_you_are_the_finest_companion_I_have_ever_met._My_leave_was_a_great_mistake.
str_npc3_rehire_speech It_is_you,_commander!_Oh,_the_sacrist_of_the_Riga_Cathedral_told_me_that_believing_dreams_is_a_sin!_The_days_I_spent_in_the_diocesan_jail_were_dreadful._Anyway,_you_can_fully_count_on_me.
str_npc4_rehire_speech Oh,_commander!_I_knew_in_my_heart_that_this_journey_I_set_out_on_would_not_bring_me_much_good._My_share_of_the_goods_is_so_small_that_I_squandered_it_away_in_the_first_pub_I_passed._So_if_you'll_have_me_back,_I_would_be_glad_of_it.
str_npc5_rehire_speech {Herr/Dame}_{playername}!_A_few_weeks_in_a_musketeer_regiment_have_been_enough_for_me_to_understand_my_mistake._Instead_of_fighting,_we_were_square-bashing_all_day,_and_when_I_returned_from_a_leave_just_a_little_bit_drunk,_I_received_ten_days_of_incarceration._Sitting_in_the_cold_wet_basement,_I_recalled_our_campaigns_as_some_of_the_happiest_times_in_my_life._I_already_bought_some_parchment_and_wrote_a_new_contract._Would_you_kindly_sign_it?
str_npc6_rehire_speech I_have_found_you_at_last!_My_wife_is_well,_and_I_am_ready_to_stand_under_your_banner_once_more.
str_npc7_rehire_speech Good_day_to_you,_captain._I_was_wrong_when_I_thought_of_finding_better_companions._Would_you_mind_if_I_join_you_again?
str_npc8_rehire_speech I_did_not_expect_to_see_you_here,_aga._It_turns_out_that_only_locals_can_work_here_as_hangmen._So_I_wander_about_in_search_for_odd_jobs._Would_you_accept_me_back_into_your_ranks?
str_npc9_rehire_speech What_can_I_say,_{playername}..._It_seems_that_acquiring_new_lands_under_your_command_would_be_easier_than_returning_to_my_old_estates!_I_hope_you_don't_mind_us_fighting_under_the_same_banner_once_more?
str_npc10_rehire_speech It_seems_there's_only_tricksters_and_scoundrels_in_these_parts!_Their_favorable_offer_was_only_favorable_until_the_day_came_to_pay_wages!_These_coppers_weren't_even_enough_to_purchase_a_new_cross-belt._All_in_all,_if_you_don't_mind,_I_am_quite_ready_to_return_to_your_company.
str_npc11_rehire_speech Alas,_Allah_was_not_with_us_this_time._We_were_defeated_--_but_our_struggle_for_independence_is_not_over._Please,_take_me_back_once_more,_if_you_still_have_need_of_me.
str_npc12_rehire_speech With_the_scarce_pay_these_villagers_can_offer_me,_I_had_almost_given_up._No,_I_am_much_better_off_serving_as_an_army_doctor._Would_you_accept_me_back?
str_npc13_rehire_speech Well_then,_we_meet_again._You_were_right_--_war_is_everywhere,_and_quiet_places_are_in_short_supply_in_these_land._I_would_prefer_to_be_among_friendly_warriors.
str_npc14_rehire_speech My_good_{sir/lady}!_I_am_so_glad_to_see_you_once_more._The_lot_of_a_freelance_quartermaster_is_a_poor_one._Armies_have_no_need_of_suppliers:_their_commanders_simply_ransack_all_the_settlements_they_come_across_on_their_way._Forget_everything_I_said_before,_please._I_forgive_the_foolish_Swede._I_may_return_to_your_company,_I_hope?
str_npc15_rehire_speech Ah,_{sir/madam}!_There_is_no_such_thing_as_a_happy_life_for_a_poor_widow._My_house_was_taken_by_the_treasury_on_the_orders_of_the_warlord._I_am_a_mere_wanderer_once_more._Take_me_back,_I_beg_you!_--_I_will_serve_you_hand_and_foot.
str_npc16_rehire_speech Since_we_parted,_you_have_changed_quite_a_bit._I_hope_not_for_the_worse,_but_we_shall_see._You_are_taking_me_back,_right?
str_npc1_home_intro Wadowice!_The_lands_of_Great_Poland,_the_lands_of_my_childhood_and_my_youth...
str_npc2_home_intro Kamenets!_I'll_be_damned_if_this_is_not_the_most_beautiful_place_in_the_world.
str_npc3_home_intro Krakov._The_ancient_capital_of_Poland._A_city_of_great_kings_and_zealous_Catholics.
str_npc4_home_intro I_come_from_here,_you_know._My_father_served_in_the_Korsun_regiment.
str_npc5_home_intro I_was_born_and_grew_up_in_these_lands.
str_npc6_home_intro A_covert,_concealed_place_for_a_shelter,_refuge_--_or_a_prison._This_is_what_the_word_Tula_means._It_is_the_name_of_my_hometown.
str_npc7_home_intro Ryazan,_the_first_Russian_city_to_fall_under_the_onslaught_of_the_Mongols._I_come_from_these_lands.
str_npc8_home_intro Here,_where_the_Don_enters_the_sea_of_Azov,_is_my_homeland.
str_npc9_home_intro I_hear_the_bells_of_Vilna!_The_ancient_capital_of_Lithuania!_Oh_how_many_memories_they_call_up...
str_npc10_home_intro I_know_these_lands!_Once_upon_a_time_I_had_a_jolly_good_battle_here,_when_I_first_arrived_in_your_domains.
str_npc11_home_intro The_steppe,_the_endless_steppe..._My_dear_lands.
str_npc12_home_intro We_are_approaching_Kiev!
str_npc13_home_intro Poltava._The_name_of_this_place_is_unknown_amongst_men,_yet_my_fortune_telling_predicts_a_great_battle_shall_soon_scar_the_place._But_it_shall_also_glorify_my_town,_so_it_shall_be_known_throughout_all_the_world,_and_the_best_bards_shall_sing_of_it.
str_npc14_home_intro A_few_more_miles_and_we_shall_see_the_walls_of_Reval!
str_npc15_home_intro This_quiet_forest_stream_is_called_Volkhov._From_here_it_is_but_a_short_way_to_Novgorod.
str_npc16_home_intro There,_I_can_hear_the_roar_of_the_surf._We_shall_soon_see_my_town_of_Kafa.
str_npc1_home_description This_is_the_earth_that_gave_birth_to_Poland._Our_gentry_is_the_most_freedom-loving_in_God's_great_world._And_our_king_has_always_been_elected,_and_ruled_as_a_first_among_equals.
str_npc2_home_description From_here_it_is_not_far_to_Valachia,_my_homeland._This_city_has_always_been_on_one_border_or_another._Many_armies_have_come,_to_feel_the_tar_poured_on_them_by_the_city's_defenders..._The_tumen_of_Batu_Khan,_the_regiments_of_Algirdas._Nalivaiko,_Krivonos,_Bogun_--_and_even_Hmelnitski_himself_have_laid_siege_there.
